FIPS,State,Year,Month,Employable Population,Employed,Unemployed
6,California,2018,5,"19,268,241","18,446,042","822,199"
8,Colorado,2018,5,"3,073,935","2,977,908","96,027"
9,Connecticut,2018,5,"1,896,821","1,816,459","80,362"
10,Delaware,2018,5,"481,433","462,894","18,539"
11,District of Columbia,2018,5,"405,215","381,984","23,231"
12,Florida,2018,5,"10,158,287","9,786,582","371,705"
13,Georgia,2018,5,"5,083,973","4,880,642","203,331"
15,Hawaii,2018,5,"677,814","661,581","16,233"
16,Idaho,2018,5,"854,298","829,419","24,879"
17,Illinois,2018,5,"6,463,579","6,184,058","279,521"
18,Indiana,2018,5,"3,382,443","3,263,063","119,380"
19,Iowa,2018,5,"1,685,939","1,641,741","44,198"
20,Kansas,2018,5,"1,477,087","1,428,461","48,626"
21,Kentucky,2018,5,"2,058,987","1,969,243","89,744"
22,Louisiana,2018,5,"2,108,905","2,003,101","105,804"
23,Maine,2018,5,"696,527","673,995","22,532"
24,Maryland,2018,5,"3,218,813","3,089,248","129,565"
25,Massachusetts,2018,5,"3,783,261","3,652,972","130,289"
26,Michigan,2018,5,"4,906,591","4,701,549","205,042"
27,Minnesota,2018,5,"3,067,566","2,978,174","89,392"
28,Mississippi,2018,5,"1,270,625","1,209,444","61,181"
29,Missouri,2018,5,"3,053,081","2,956,121","96,960"
30,Montana,2018,5,"528,265","508,873","19,392"
31,Nebraska,2018,5,"1,021,856","992,226","29,630"
32,Nevada,2018,5,"1,497,541","1,430,270","67,271"
33,New Hampshire,2018,5,"761,892","741,989","19,903"
34,New Jersey,2018,5,"4,429,065","4,241,062","188,003"
35,New Mexico,2018,5,"936,134","890,995","45,139"
36,New York,2018,5,"9,520,394","9,119,951","400,443"
37,North Carolina,2018,5,"4,981,319","4,782,348","198,971"
38,North Dakota,2018,5,"403,744","393,132","10,612"
39,Ohio,2018,5,"5,779,646","5,515,053","264,593"
40,Oklahoma,2018,5,"1,844,224","1,779,946","64,278"
41,Oregon,2018,5,"2,094,131","2,010,772","83,359"
42,Pennsylvania,2018,5,"6,414,949","6,141,775","273,174"
44,Rhode Island,2018,5,"554,686","532,394","22,292"
45,South Carolina,2018,5,"2,333,214","2,253,422","79,792"
46,South Dakota,2018,5,"459,001","444,878","14,123"
47,Tennessee,2018,5,"3,244,194","3,127,605","116,589"
48,Texas,2018,5,"13,798,149","13,256,169","541,980"
49,Utah,2018,5,"1,566,153","1,518,105","48,048"
50,Vermont,2018,5,"345,804","336,798","9,006"
51,Virginia,2018,5,"4,335,747","4,203,196","132,551"
53,Washington,2018,5,"3,792,258","3,624,247","168,011"
54,West Virginia,2018,5,"784,408","742,590","41,818"
55,Wisconsin,2018,5,"3,124,755","3,029,703","95,052"
56,Wyoming,2018,5,"291,244","279,789","11,455"
1,Alabama,2018,6,"2,217,374","2,128,455","88,919"
2,Alaska,2018,6,"352,793","329,915","22,878"
4,Arizona,2018,6,"3,413,715","3,254,394","159,321"
5,Arkansas,2018,6,"1,351,596","1,302,534","49,062"
6,California,2018,6,"19,273,397","18,457,360","816,037"
8,Colorado,2018,6,"3,080,217","2,982,461","97,756"
9,Connecticut,2018,6,"1,899,539","1,820,549","78,990"
10,Delaware,2018,6,"481,729","463,440","18,289"
11,District of Columbia,2018,6,"404,890","381,819","23,071"
12,Florida,2018,6,"10,162,862","9,798,986","363,876"
13,Georgia,2018,6,"5,080,086","4,880,535","199,551"
15,Hawaii,2018,6,"676,721","660,105","16,616"
16,Idaho,2018,6,"855,962","831,309","24,653"
17,Illinois,2018,6,"6,460,591","6,182,634","277,957"
18,Indiana,2018,6,"3,386,296","3,266,249","120,047"
19,Iowa,2018,6,"1,687,908","1,644,528","43,380"
20,Kansas,2018,6,"1,477,419","1,429,382","48,037"
21,Kentucky,2018,6,"2,059,249","1,969,330","89,919"
22,Louisiana,2018,6,"2,107,173","2,001,127","106,046"
23,Maine,2018,6,"696,051","673,302","22,749"
24,Maryland,2018,6,"3,219,749","3,091,687","128,062"
25,Massachusetts,2018,6,"3,790,370","3,661,467","128,903"
26,Michigan,2018,6,"4,904,788","4,704,304","200,484"
27,Minnesota,2018,6,"3,067,978","2,979,644","88,334"
28,Mississippi,2018,6,"1,269,435","1,208,765","60,670"
29,Missouri,2018,6,"3,050,976","2,956,351","94,625"
30,Montana,2018,6,"528,573","509,288","19,285"
31,Nebraska,2018,6,"1,022,900","993,341","29,559"
32,Nevada,2018,6,"1,501,256","1,434,602","66,654"
33,New Hampshire,2018,6,"762,514","742,836","19,678"
34,New Jersey,2018,6,"4,428,816","4,245,082","183,734"
35,New Mexico,2018,6,"936,964","892,093","44,871"
36,New York,2018,6,"9,518,221","9,128,479","389,742"
37,North Carolina,2018,6,"4,982,889","4,786,558","196,331"
38,North Dakota,2018,6,"403,209","392,679","10,530"
39,Ohio,2018,6,"5,779,539","5,516,710","262,829"
40,Oklahoma,2018,6,"1,842,004","1,779,858","62,146"
41,Oregon,2018,6,"2,093,119","2,010,549","82,570"
42,Pennsylvania,2018,6,"6,419,058","6,148,154","270,904"
44,Rhode Island,2018,6,"554,610","532,782","21,828"
45,South Carolina,2018,6,"2,335,368","2,256,694","78,674"
46,South Dakota,2018,6,"459,232","445,222","14,010"
47,Tennessee,2018,6,"3,248,953","3,132,762","116,191"
48,Texas,2018,6,"13,807,325","13,273,403","533,922"
49,Utah,2018,6,"1,567,598","1,519,575","48,023"
50,Vermont,2018,6,"345,614","336,722","8,892"
51,Virginia,2018,6,"4,336,930","4,206,240","130,690"
53,Washington,2018,6,"3,798,610","3,631,464","167,146"
54,West Virginia,2018,6,"784,602","743,308","41,294"
55,Wisconsin,2018,6,"3,120,433","3,025,633","94,800"
56,Wyoming,2018,6,"291,278","279,808","11,470"
1,Alabama,2018,7,"2,219,912","2,132,025","87,887"
2,Alaska,2018,7,"352,275","329,595","22,680"
4,Arizona,2018,7,"3,423,234","3,263,708","159,526"
5,Arkansas,2018,7,"1,352,169","1,303,583","48,586"
6,California,2018,7,"19,276,424","18,467,125","809,299"
8,Colorado,2018,7,"3,085,673","2,986,530","99,143"
9,Connecticut,2018,7,"1,902,384","1,824,743","77,641"
10,Delaware,2018,7,"481,958","463,926","18,032"
11,District of Columbia,2018,7,"404,494","381,633","22,861"
12,Florida,2018,7,"10,167,793","9,811,796","355,997"
13,Georgia,2018,7,"5,075,575","4,879,741","195,834"
15,Hawaii,2018,7,"675,415","658,357","17,058"
16,Idaho,2018,7,"857,660","833,198","24,462"
17,Illinois,2018,7,"6,457,531","6,181,715","275,816"
18,Indiana,2018,7,"3,387,859","3,268,182","119,677"
19,Iowa,2018,7,"1,690,078","1,647,349","42,729"
20,Kansas,2018,7,"1,477,726","1,430,171","47,555"
21,Kentucky,2018,7,"2,058,845","1,969,006","89,839"
22,Louisiana,2018,7,"2,104,700","1,999,524","105,176"
23,Maine,2018,7,"695,495","672,617","22,878"
24,Maryland,2018,7,"3,220,397","3,094,189","126,208"
25,Massachusetts,2018,7,"3,795,629","3,668,492","127,137"
26,Michigan,2018,7,"4,902,784","4,706,636","196,148"
27,Minnesota,2018,7,"3,068,467","2,981,142","87,325"
28,Mississippi,2018,7,"1,268,013","1,207,788","60,225"
29,Missouri,2018,7,"3,048,597","2,956,269","92,328"
30,Montana,2018,7,"528,881","509,696","19,185"
31,Nebraska,2018,7,"1,023,930","994,373","29,557"
32,Nevada,2018,7,"1,505,142","1,439,024","66,118"
33,New Hampshire,2018,7,"763,061","743,636","19,425"
34,New Jersey,2018,7,"4,428,176","4,249,462","178,714"
35,New Mexico,2018,7,"937,904","893,095","44,809"
36,New York,2018,7,"9,514,970","9,135,281","379,689"
37,North Carolina,2018,7,"4,983,233","4,789,518","193,715"
38,North Dakota,2018,7,"402,786","392,352","10,434"
39,Ohio,2018,7,"5,778,266","5,518,711","259,555"
40,Oklahoma,2018,7,"1,839,436","1,779,201","60,235"
41,Oregon,2018,7,"2,092,913","2,010,555","82,358"
42,Pennsylvania,2018,7,"6,423,003","6,154,096","268,907"
44,Rhode Island,2018,7,"554,488","533,016","21,472"
45,South Carolina,2018,7,"2,338,109","2,260,018","78,091"
46,South Dakota,2018,7,"459,510","445,595","13,915"
47,Tennessee,2018,7,"3,253,724","3,138,439","115,285"
48,Texas,2018,7,"13,815,834","13,290,921","524,913"
49,Utah,2018,7,"1,569,298","1,521,391","47,907"
50,Vermont,2018,7,"345,363","336,600","8,763"
51,Virginia,2018,7,"4,337,899","4,209,196","128,703"
53,Washington,2018,7,"3,805,825","3,639,106","166,719"
54,West Virginia,2018,7,"784,789","744,113","40,676"
55,Wisconsin,2018,7,"3,115,579","3,021,673","93,906"
56,Wyoming,2018,7,"291,346","279,865","11,481"
1,Alabama,2018,8,"2,222,360","2,135,951","86,409"
2,Alaska,2018,8,"351,779","329,316","22,463"
4,Arizona,2018,8,"3,434,389","3,273,765","160,624"
5,Arkansas,2018,8,"1,353,228","1,304,892","48,336"
6,California,2018,8,"19,284,439","18,478,793","805,646"
8,Colorado,2018,8,"3,091,101","2,990,761","100,340"
9,Connecticut,2018,8,"1,905,267","1,828,804","76,463"
10,Delaware,2018,8,"482,212","464,441","17,771"
11,District of Columbia,2018,8,"404,211","381,505","22,706"
12,Florida,2018,8,"10,177,203","9,827,109","350,094"
13,Georgia,2018,8,"5,072,981","4,879,769","193,212"
15,Hawaii,2018,8,"674,009","656,498","17,511"
16,Idaho,2018,8,"859,529","835,142","24,387"
17,Illinois,2018,8,"6,457,071","6,182,617","274,454"
18,Indiana,2018,8,"3,389,067","3,269,817","119,250"
19,Iowa,2018,8,"1,692,987","1,650,533","42,454"
20,Kansas,2018,8,"1,478,246","1,430,900","47,346"
21,Kentucky,2018,8,"2,058,438","1,968,800","89,638"
22,Louisiana,2018,8,"2,102,370","1,998,536","103,834"
23,Maine,2018,8,"695,006","672,071","22,935"
24,Maryland,2018,8,"3,221,740","3,097,316","124,424"
25,Massachusetts,2018,8,"3,800,026","3,674,675","125,351"
26,Michigan,2018,8,"4,903,662","4,710,140","193,522"
27,Minnesota,2018,8,"3,070,293","2,983,142","87,151"
28,Mississippi,2018,8,"1,266,921","1,206,751","60,170"
29,Missouri,2018,8,"3,047,578","2,956,632","90,946"
30,Montana,2018,8,"529,238","510,153","19,085"
31,Nebraska,2018,8,"1,025,032","995,357","29,675"
32,Nevada,2018,8,"1,509,203","1,443,506","65,697"
33,New Hampshire,2018,8,"763,634","744,434","19,200"
34,New Jersey,2018,8,"4,428,823","4,254,763","174,060"
35,New Mexico,2018,8,"938,998","894,054","44,944"
36,New York,2018,8,"9,515,399","9,142,250","373,149"
37,North Carolina,2018,8,"4,985,447","4,793,151","192,296"
38,North Dakota,2018,8,"402,507","392,194","10,313"
39,Ohio,2018,8,"5,779,120","5,522,416","256,704"
40,Oklahoma,2018,8,"1,837,189","1,778,274","58,915"
41,Oregon,2018,8,"2,094,044","2,011,103","82,941"
42,Pennsylvania,2018,8,"6,428,005","6,160,593","267,412"
44,Rhode Island,2018,8,"554,421","533,169","21,252"
45,South Carolina,2018,8,"2,341,903","2,264,006","77,897"
46,South Dakota,2018,8,"459,843","445,991","13,852"
47,Tennessee,2018,8,"3,259,658","3,145,441","114,217"
48,Texas,2018,8,"13,829,344","13,311,213","518,131"
49,Utah,2018,8,"1,571,430","1,523,699","47,731"
50,Vermont,2018,8,"345,074","336,441","8,633"
51,Virginia,2018,8,"4,340,536","4,213,317","127,219"
53,Washington,2018,8,"3,814,864","3,647,826","167,038"
54,West Virginia,2018,8,"785,214","745,101","40,113"
55,Wisconsin,2018,8,"3,111,545","3,018,569","92,976"
56,Wyoming,2018,8,"291,434","279,981","11,453"
1,Alabama,2018,9,"2,225,266","2,140,433","84,833"
2,Alaska,2018,9,"351,291","329,057","22,234"
4,Arizona,2018,9,"3,447,202","3,284,637","162,565"
5,Arkansas,2018,9,"1,354,940","1,306,573","48,367"
6,California,2018,9,"19,301,370","18,494,446","806,924"
8,Colorado,2018,9,"3,096,967","2,995,718","101,249"
9,Connecticut,2018,9,"1,907,801","1,832,288","75,513"
10,Delaware,2018,9,"482,562","465,046","17,516"
11,District of Columbia,2018,9,"404,189","381,492","22,697"
12,Florida,2018,9,"10,192,858","9,845,567","347,291"
13,Georgia,2018,9,"5,073,808","4,881,688","192,120"
15,Hawaii,2018,9,"672,600","654,679","17,921"
16,Idaho,2018,9,"861,621","837,146","24,475"
17,Illinois,2018,9,"6,460,176","6,185,692","274,484"
18,Indiana,2018,9,"3,391,666","3,272,316","119,350"
19,Iowa,2018,9,"1,696,884","1,654,354","42,530"
20,Kansas,2018,9,"1,479,031","1,431,594","47,437"
21,Kentucky,2018,9,"2,058,455","1,969,164","89,291"
22,Louisiana,2018,9,"2,100,951","1,998,331","102,620"
23,Maine,2018,9,"694,698","671,758","22,940"
24,Maryland,2018,9,"3,224,397","3,101,348","123,049"
25,Massachusetts,2018,9,"3,804,087","3,680,361","123,726"
26,Michigan,2018,9,"4,908,817","4,715,487","193,330"
27,Minnesota,2018,9,"3,073,942","2,985,670","88,272"
28,Mississippi,2018,9,"1,266,590","1,205,948","60,642"
29,Missouri,2018,9,"3,049,023","2,957,990","91,033"
30,Montana,2018,9,"529,646","510,687","18,959"
31,Nebraska,2018,9,"1,026,227","996,357","29,870"
32,Nevada,2018,9,"1,513,349","1,447,976","65,373"
33,New Hampshire,2018,9,"764,355","745,306","19,049"
34,New Jersey,2018,9,"4,431,853","4,261,271","170,582"
35,New Mexico,2018,9,"940,326","895,053","45,273"
36,New York,2018,9,"9,521,482","9,150,233","371,249"
37,North Carolina,2018,9,"4,991,872","4,799,281","192,591"
38,North Dakota,2018,9,"402,385","392,224","10,161"
39,Ohio,2018,9,"5,783,736","5,528,589","255,147"
40,Oklahoma,2018,9,"1,835,780","1,777,348","58,432"
41,Oregon,2018,9,"2,096,605","2,012,385","84,220"
42,Pennsylvania,2018,9,"6,434,391","6,168,060","266,331"
44,Rhode Island,2018,9,"554,473","533,351","21,122"
45,South Carolina,2018,9,"2,346,596","2,268,697","77,899"
46,South Dakota,2018,9,"460,219","446,385","13,834"
47,Tennessee,2018,9,"3,267,423","3,154,263","113,160"
48,Texas,2018,9,"13,850,222","13,334,935","515,287"
49,Utah,2018,9,"1,574,010","1,526,507","47,503"
50,Vermont,2018,9,"344,789","336,276","8,513"
51,Virginia,2018,9,"4,345,973","4,219,278","126,695"
53,Washington,2018,9,"3,825,717","3,657,561","168,156"
54,West Virginia,2018,9,"786,047","746,313","39,734"
55,Wisconsin,2018,9,"3,109,070","3,016,588","92,482"
56,Wyoming,2018,9,"291,506","280,171","11,335"
1,Alabama,2018,10,"2,228,692","2,145,326","83,366"
2,Alaska,2018,10,"350,796","328,786","22,010"
4,Arizona,2018,10,"3,460,835","3,295,879","164,956"
5,Arkansas,2018,10,"1,357,108","1,308,521","48,587"
6,California,2018,10,"19,326,217","18,513,320","812,897"
8,Colorado,2018,10,"3,103,165","3,001,544","101,621"
9,Connecticut,2018,10,"1,909,496","1,834,684","74,812"
10,Delaware,2018,10,"483,047","465,754","17,293"
11,District of Columbia,2018,10,"404,500","381,661","22,839"
12,Florida,2018,10,"10,213,136","9,865,690","347,446"
13,Georgia,2018,10,"5,077,828","4,885,507","192,321"
15,Hawaii,2018,10,"671,226","652,992","18,234"
16,Idaho,2018,10,"863,878","839,163","24,715"
17,Illinois,2018,10,"6,465,769","6,189,695","276,074"
18,Indiana,2018,10,"3,395,964","3,275,878","120,086"
19,Iowa,2018,10,"1,701,781","1,658,789","42,992"
20,Kansas,2018,10,"1,479,965","1,432,197","47,768"
21,Kentucky,2018,10,"2,058,983","1,970,167","88,816"
22,Louisiana,2018,10,"2,100,385","1,998,691","101,694"
23,Maine,2018,10,"694,573","671,666","22,907"
24,Maryland,2018,10,"3,228,414","3,106,182","122,232"
25,Massachusetts,2018,10,"3,807,636","3,685,380","122,256"
26,Michigan,2018,10,"4,917,430","4,722,041","195,389"
27,Minnesota,2018,10,"3,079,042","2,988,502","90,540"
28,Mississippi,2018,10,"1,267,023","1,205,449","61,574"
29,Missouri,2018,10,"3,052,936","2,960,320","92,616"
30,Montana,2018,10,"530,058","511,240","18,818"
31,Nebraska,2018,10,"1,027,492","997,335","30,157"
32,Nevada,2018,10,"1,517,345","1,452,274","65,071"
33,New Hampshire,2018,10,"765,272","746,283","18,989"
34,New Jersey,2018,10,"4,437,542","4,268,824","168,718"
35,New Mexico,2018,10,"941,927","896,179","45,748"
36,New York,2018,10,"9,531,730","9,158,403","373,327"
37,North Carolina,2018,10,"5,002,802","4,808,352","194,450"
38,North Dakota,2018,10,"402,400","392,421","9,979"
39,Ohio,2018,10,"5,791,192","5,536,571","254,621"
40,Oklahoma,2018,10,"1,835,349","1,776,637","58,712"
41,Oregon,2018,10,"2,100,148","2,014,284","85,864"
42,Pennsylvania,2018,10,"6,441,664","6,176,061","265,603"
44,Rhode Island,2018,10,"554,613","533,598","21,015"
45,South Carolina,2018,10,"2,351,941","2,273,860","78,081"
46,South Dakota,2018,10,"460,622","446,743","13,879"
47,Tennessee,2018,10,"3,276,966","3,164,697","112,269"
48,Texas,2018,10,"13,876,594","13,360,885","515,709"
49,Utah,2018,10,"1,576,846","1,529,637","47,209"
50,Vermont,2018,10,"344,533","336,125","8,408"
51,Virginia,2018,10,"4,354,026","4,226,855","127,171"
53,Washington,2018,10,"3,837,511","3,667,579","169,932"
54,West Virginia,2018,10,"787,220","747,715","39,505"
55,Wisconsin,2018,10,"3,108,080","3,015,479","92,601"
56,Wyoming,2018,10,"291,554","280,435","11,119"
1,Alabama,2018,11,"2,232,417","2,150,295","82,122"
2,Alaska,2018,11,"350,301","328,499","21,802"
4,Arizona,2018,11,"3,474,104","3,306,870","167,234"
5,Arkansas,2018,11,"1,359,350","1,310,531","48,819"
6,California,2018,11,"19,353,831","18,532,420","821,411"
8,Colorado,2018,11,"3,109,154","3,007,826","101,328"
9,Connecticut,2018,11,"1,909,960","1,835,758","74,202"
10,Delaware,2018,11,"483,656","466,524","17,132"
11,District of Columbia,2018,11,"405,125","382,053","23,072"
12,Florida,2018,11,"10,234,393","9,885,052","349,341"
13,Georgia,2018,11,"5,083,564","4,890,498","193,066"
15,Hawaii,2018,11,"669,859","651,429","18,430"
16,Idaho,2018,11,"866,195","841,160","25,035"
17,Illinois,2018,11,"6,472,201","6,193,166","279,035"
18,Indiana,2018,11,"3,401,009","3,279,775","121,234"
19,Iowa,2018,11,"1,707,325","1,663,548","43,777"
20,Kansas,2018,11,"1,480,850","1,432,676","48,174"
21,Kentucky,2018,11,"2,059,935","1,971,621","88,314"
22,Louisiana,2018,11,"2,100,030","1,999,216","100,814"
23,Maine,2018,11,"694,538","671,695","22,843"
24,Maryland,2018,11,"3,233,406","3,111,513","121,893"
25,Massachusetts,2018,11,"3,810,080","3,689,148","120,932"
26,Michigan,2018,11,"4,927,529","4,728,438","199,091"
27,Minnesota,2018,11,"3,084,727","2,991,361","93,366"
28,Mississippi,2018,11,"1,267,932","1,205,127","62,805"
29,Missouri,2018,11,"3,058,275","2,963,187","95,088"
30,Montana,2018,11,"530,431","511,732","18,699"
31,Nebraska,2018,11,"1,028,753","998,218","30,535"
32,Nevada,2018,11,"1,521,037","1,456,325","64,712"
33,New Hampshire,2018,11,"766,392","747,376","19,016"
34,New Jersey,2018,11,"4,445,042","4,277,081","167,961"
35,New Mexico,2018,11,"943,722","897,452","46,270"
36,New York,2018,11,"9,542,679","9,165,087","377,592"
37,North Carolina,2018,11,"5,017,079","4,819,777","197,302"
38,North Dakota,2018,11,"402,505","392,744","9,761"
39,Ohio,2018,11,"5,799,083","5,545,158","253,925"
40,Oklahoma,2018,11,"1,835,734","1,776,335","59,399"
41,Oregon,2018,11,"2,103,843","2,016,433","87,410"
42,Pennsylvania,2018,11,"6,448,723","6,183,700","265,023"
44,Rhode Island,2018,11,"554,770","533,898","20,872"
45,South Carolina,2018,11,"2,357,630","2,279,069","78,561"
46,South Dakota,2018,11,"461,020","447,039","13,981"
47,Tennessee,2018,11,"3,287,799","3,176,027","111,772"
48,Texas,2018,11,"13,903,768","13,386,988","516,780"
49,Utah,2018,11,"1,579,845","1,533,017","46,828"
50,Vermont,2018,11,"344,339","336,025","8,314"
51,Virginia,2018,11,"4,363,519","4,235,273","128,246"
53,Washington,2018,11,"3,849,304","3,677,322","171,982"
54,West Virginia,2018,11,"788,515","749,233","39,282"
55,Wisconsin,2018,11,"3,108,131","3,014,771","93,360"
56,Wyoming,2018,11,"291,572","280,731","10,841"
1,Alabama,2018,12,"2,235,806","2,154,840","80,966"
2,Alaska,2018,12,"349,804","328,196","21,608"
4,Arizona,2018,12,"3,485,584","3,316,612","168,972"
5,Arkansas,2018,12,"1,361,225","1,312,311","48,914"
6,California,2018,12,"19,375,276","18,546,310","828,966"
8,Colorado,2018,12,"3,114,211","3,013,869","100,342"
9,Connecticut,2018,12,"1,908,987","1,835,491","73,496"
10,Delaware,2018,12,"484,314","467,252","17,062"
11,District of Columbia,2018,12,"405,938","382,620","23,318"
12,Florida,2018,12,"10,251,451","9,900,101","351,350"
13,Georgia,2018,12,"5,088,671","4,895,143","193,528"
15,Hawaii,2018,12,"668,439","649,931","18,508"
16,Idaho,2018,12,"868,468","843,121","25,347"
17,Illinois,2018,12,"6,476,504","6,194,343","282,161"
18,Indiana,2018,12,"3,404,551","3,282,427","122,124"
19,Iowa,2018,12,"1,712,768","1,668,076","44,692"
20,Kansas,2018,12,"1,481,477","1,433,006","48,471"
21,Kentucky,2018,12,"2,060,868","1,973,067","87,801"
22,Louisiana,2018,12,"2,099,173","1,999,486","99,687"
23,Maine,2018,12,"694,432","671,694","22,738"
24,Maryland,2018,12,"3,238,549","3,116,742","121,807"
25,Massachusetts,2018,12,"3,810,634","3,690,899","119,735"
26,Michigan,2018,12,"4,936,053","4,732,540","203,513"
27,Minnesota,2018,12,"3,089,750","2,993,761","95,989"
28,Mississippi,2018,12,"1,268,895","1,204,784","64,111"
29,Missouri,2018,12,"3,063,304","2,965,735","97,569"
30,Montana,2018,12,"530,733","512,115","18,618"
31,Nebraska,2018,12,"1,029,900","998,950","30,950"
32,Nevada,2018,12,"1,524,369","1,460,108","64,261"
33,New Hampshire,2018,12,"767,633","748,524","19,109"
34,New Jersey,2018,12,"4,452,190","4,284,903","167,287"
35,New Mexico,2018,12,"945,491","898,770","46,721"
36,New York,2018,12,"9,549,429","9,167,089","382,340"
37,North Carolina,2018,12,"5,031,958","4,831,516","200,442"
38,North Dakota,2018,12,"402,661","393,123","9,538"
39,Ohio,2018,12,"5,804,145","5,552,187","251,958"
40,Oklahoma,2018,12,"1,836,478","1,776,433","60,045"
41,Oregon,2018,12,"2,106,704","2,018,316","88,388"
42,Pennsylvania,2018,12,"6,453,700","6,189,089","264,611"
44,Rhode Island,2018,12,"554,849","534,176","20,673"
45,South Carolina,2018,12,"2,363,064","2,283,671","79,393"
46,South Dakota,2018,12,"461,384","447,254","14,130"
47,Tennessee,2018,12,"3,298,883","3,187,014","111,869"
48,Texas,2018,12,"13,925,197","13,409,628","515,569"
49,Utah,2018,12,"1,583,000","1,536,644","46,356"
50,Vermont,2018,12,"344,212","335,986","8,226"
51,Virginia,2018,12,"4,372,388","4,243,038","129,350"
53,Washington,2018,12,"3,860,043","3,686,298","173,745"
54,West Virginia,2018,12,"789,633","750,656","38,977"
55,Wisconsin,2018,12,"3,108,207","3,013,527","94,680"
56,Wyoming,2018,12,"291,555","281,011","10,544"
1,Alabama,2019,1,"2,237,931","2,158,471","79,460"
2,Alaska,2019,1,"349,304","327,856","21,448"
4,Arizona,2019,1,"3,494,658","3,324,691","169,967"
5,Arkansas,2019,1,"1,362,313","1,313,527","48,786"
6,California,2019,1,"19,382,859","18,550,985","831,874"
8,Colorado,2019,1,"3,118,005","3,019,332","98,673"
9,Connecticut,2019,1,"1,906,788","1,834,176","72,612"
10,Delaware,2019,1,"484,902","467,818","17,084"
11,District of Columbia,2019,1,"406,773","383,285","23,488"
12,Florida,2019,1,"10,260,524","9,908,830","351,694"
13,Georgia,2019,1,"5,091,021","4,898,096","192,925"
15,Hawaii,2019,1,"666,938","648,451","18,487"
16,Idaho,2019,1,"870,617","845,034","25,583"
17,Illinois,2019,1,"6,475,751","6,192,440","283,311"
18,Indiana,2019,1,"3,404,310","3,282,340","121,970"
19,Iowa,2019,1,"1,717,459","1,671,886","45,573"
20,Kansas,2019,1,"1,481,778","1,433,280","48,498"
21,Kentucky,2019,1,"2,061,457","1,974,101","87,356"
22,Louisiana,2019,1,"2,097,303","1,999,204","98,099"
23,Maine,2019,1,"694,085","671,537","22,548"
24,Maryland,2019,1,"3,242,979","3,121,324","121,655"
25,Massachusetts,2019,1,"3,809,095","3,690,557","118,538"
26,Michigan,2019,1,"4,940,173","4,732,779","207,394"
27,Minnesota,2019,1,"3,093,308","2,995,382","97,926"
28,Mississippi,2019,1,"1,269,621","1,204,357","65,264"
29,Missouri,2019,1,"3,066,433","2,967,251","99,182"
30,Montana,2019,1,"530,894","512,326","18,568"
31,Nebraska,2019,1,"1,030,858","999,512","31,346"
32,Nevada,2019,1,"1,527,359","1,463,652","63,707"
33,New Hampshire,2019,1,"768,826","749,597","19,229"
34,New Jersey,2019,1,"4,456,587","4,291,177","165,410"
35,New Mexico,2019,1,"947,008","899,963","47,045"
36,New York,2019,1,"9,547,462","9,161,783","385,679"
37,North Carolina,2019,1,"5,044,457","4,841,346","203,111"
38,North Dakota,2019,1,"402,833","393,461","9,372"
39,Ohio,2019,1,"5,803,806","5,555,676","248,130"
40,Oklahoma,2019,1,"1,837,017","1,776,712","60,305"
41,Oregon,2019,1,"2,107,966","2,019,483","88,483"
42,Pennsylvania,2019,1,"6,455,146","6,190,720","264,426"
44,Rhode Island,2019,1,"554,803","534,352","20,451"
45,South Carolina,2019,1,"2,367,422","2,287,166","80,256"
46,South Dakota,2019,1,"461,674","447,348","14,326"
47,Tennessee,2019,1,"3,309,011","3,196,491","112,520"
48,Texas,2019,1,"13,936,827","13,426,550","510,277"
49,Utah,2019,1,"1,586,291","1,540,489","45,802"
50,Vermont,2019,1,"344,128","335,981","8,147"
51,Virginia,2019,1,"4,378,779","4,248,896","129,883"
53,Washington,2019,1,"3,868,946","3,694,229","174,717"
54,West Virginia,2019,1,"790,389","751,807","38,582"
55,Wisconsin,2019,1,"3,107,365","3,011,087","96,278"
56,Wyoming,2019,1,"291,512","281,239","10,273"
1,Alabama,2019,2,"2,238,155","2,160,923","77,232"
2,Alaska,2019,2,"348,849","327,502","21,347"
4,Arizona,2019,2,"3,501,692","3,331,523","170,169"
5,Arkansas,2019,2,"1,362,467","1,313,963","48,504"
6,California,2019,2,"19,374,147","18,546,169","827,978"
8,Colorado,2019,2,"3,120,717","3,024,409","96,308"
9,Connecticut,2019,2,"1,904,004","1,832,424","71,580"
10,Delaware,2019,2,"485,355","468,169","17,186"
11,District of Columbia,2019,2,"407,526","384,015","23,511"
12,Florida,2019,2,"10,261,124","9,912,103","349,021"
13,Georgia,2019,2,"5,089,643","4,898,884","190,759"
15,Hawaii,2019,2,"665,402","647,012","18,390"
16,Idaho,2019,2,"872,623","846,902","25,721"
17,Illinois,2019,2,"6,469,321","6,188,045","281,276"
18,Indiana,2019,2,"3,399,291","3,278,775","120,516"
19,Iowa,2019,2,"1,721,176","1,674,918","46,258"
20,Kansas,2019,2,"1,481,810","1,433,605","48,205"
21,Kentucky,2019,2,"2,061,672","1,974,520","87,152"
22,Louisiana,2019,2,"2,094,204","1,998,071","96,133"
23,Maine,2019,2,"693,390","671,170","22,220"
24,Maryland,2019,2,"3,246,181","3,124,998","121,183"
25,Massachusetts,2019,2,"3,805,911","3,688,825","117,086"
26,Michigan,2019,2,"4,938,994","4,729,147","209,847"
